issuedId,archetypeId,eventName,price,fromUser,toUser,date
798,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:03:22.316Z
797,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:03:12.485Z
782,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:02:48.395Z
671,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:02:37.614Z
690,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:02:27.348Z
669,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:02:16.701Z
715,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:02:06.190Z
683,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:55.645Z
676,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:45.677Z
627,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:34.975Z
624,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:24.586Z
503,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:14.091Z
363,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:01:03.431Z
630,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:00:48.454Z
466,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:00:37.488Z
384,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:00:26.252Z
402,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:00:16.381Z
362,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T15:00:05.750Z
353,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T14:59:53.229Z
355,BT0_MysteryBox_Exclusive,burn,,ExaltedLarge,---,2023-10-15T14:59:29.404Z
